Score	Deviation	Certification	Comment
1187	107	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1188	107	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1189	107	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1190	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1191	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1192	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1193	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1194	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1195	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1196	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1197	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1198	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1199	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1200	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1201	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1202	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1203	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1204	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1205	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1206	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1207	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1208	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1209	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1210	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1211	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1212	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1213	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1214	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1215	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1216	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1217	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1218	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1219	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1220	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1221	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1222	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1223	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1224	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1225	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1226	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1227	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1228	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1229	108	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1230	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1231	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1232	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1233	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1234	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1235	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1236	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1237	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1238	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1239	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1240	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1241	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1242	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1243	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1244	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1245	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1246	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1247	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1248	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1249	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1250	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1251	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1252	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1253	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1254	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1255	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1256	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1257	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1258	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1259	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1260	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1261	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1262	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1263	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1264	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1265	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1266	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1267	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1268	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1269	109	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1270	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1271	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1272	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1273	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1274	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1275	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1276	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1277	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1278	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1279	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1280	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1281	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1282	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1283	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1284	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1285	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1286	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1287	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1288	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1289	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1290	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1291	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1292	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1293	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1294	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1295	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1296	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1297	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1298	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1299	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1300	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1301	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1302	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1303	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
1304	110	パワーカップル	"あなたたちはもはや“パワーカップル”ではありません。
社会があなたたちを語る時、過去形ではなく“伝説として記録される”領域です。
時代の価値観やライフスタイルの基準そのものが、
あなたたちの意思決定によって静かに書き換えられていきます。"
